fold,mae,mape,r2
1,67.02098685816715,0.2030556625677428,0.7051102893645314
2,69.18468266938864,0.19942990425636006,0.7389113148795883
3,70.76930389404296,0.1969896096048355,0.7103156892161462
4,66.95172871907549,0.18601367856627635,0.6875462733521598
5,71.53487973632811,0.17722397263267925,0.7135873099550982
